author,mbti,introverted,intuitive,thinking,perceiving,gender,age,enneagram,country,state,type,agreeableness,openness,conscientiousness,extraversion,neuroticism,is_description,is_percentile,is_score,contains_details,num_comments,en_comments,en_comments_percentage,region,continent,country_code,enneagram_type,enneagram_wing,is_native_english_country,predicted_test,test_name,test_scale,16pers_ta,test_result_type,is_female,is_female_pred,is_female_proba
Shiverlynn,,,,,,t,32.0,,,,scores,65.0,50.0,35.0,2.0,82.0,,,1.0,0.0,3554,3507,98.67754643,,,,,,,0.0,truity,percentiles,,scores,,0,0.14403766499382836
Silmariel,,,,,,f,42.0,,denmark,,scores,9.0,35.0,98.0,62.0,19.0,,,1.0,0.0,3001,2954,98.43385538,,europe,dk,,,0.0,0.0,truity,percentiles,,scores,1.0,1,0.7983622982962978
Silverlight42,intj,1.0,1.0,1.0,0.0,m,39.0,,,,scores,9.0,61.0,13.0,4.0,72.0,,,1.0,0.0,55460,54290,97.89037144,,,,,,,0.0,truity,percentiles,,scores,0.0,0,0.05693703628758968
SirJiggart,,,,,,m,,,,,scores,45.0,68.0,40.0,38.0,88.0,,,1.0,0.0,9586,9130,95.2430628,,,,,,,1.0,truity,percentiles,,scores,0.0,0,0.306029577350315
SisterCee,,,,,,f,30.0,,,,scores,94.0,30.0,90.0,19.0,49.0,,,1.0,1.0,97,93,95.87628866,,,,,,,0.0,truity,percentiles,,scores,1.0,1,0.9818061883348403
Sketcher10,,,,,,,,,,,scores,51.0,68.0,18.0,62.0,7.0,,,1.0,0.0,2010,1708,84.97512438,,,,,,,1.0,truity,percentiles,,scores,,0,0.06204548287992511
Skreex,,,,,,,,,,,scores,21.0,20.0,80.0,49.0,18.0,,,1.0,1.0,781,748,95.77464789,,,,,,,1.0,truity,percentiles,,scores,,0,0.006631439058038109
SociopathicPeanut,,,,,,t,16.0,,,,scores,3.0,50.0,49.0,46.0,27.0,,,1.0,0.0,5461,4498,82.36586706,,,,,,,1.0,truity,percentiles,,scores,,0,0.08707338389656134
Soggy_Biscuit_,,,,,,f,25.0,,,,scores,77.0,61.0,22.0,59.0,19.0,,,1.0,0.0,7939,7773,97.90905656,,,,,,,1.0,truity,percentiles,,scores,1.0,1,0.5600747789318876
Spiderjoy,,,,,,,,,,,scores,20.0,80.0,75.0,34.0,13.0,,,1.0,0.0,97,95,97.93814433,,,,,,,1.0,truity,percentiles,,scores,,0,0.4148465824498795
Splide,enfj,0.0,1.0,0.0,0.0,,,,,,scores,86.0,90.0,20.0,90.0,26.0,,,1.0,1.0,146,142,97.26027397,,,,,,,1.0,truity,percentiles,,scores,,1,0.5256823451438444
Starburstnova,isfp,1.0,0.0,0.0,1.0,f,29.0,,us,illinois,scores,70.0,45.0,20.0,24.0,40.0,,,1.0,1.0,11974,11832,98.81409721,mw,north america,us,,,1.0,0.0,truity,percentiles,,scores,1.0,1,0.8025163014983216
Static541,,,,,,,,,,,scores,58.0,17.0,4.0,4.0,86.0,,,1.0,0.0,56,54,96.42857143,,,,,,,1.0,truity,percentiles,,scores,,0,0.08988846436422071
Stellarvore1384,,,,,,m,33.0,,new zealand,,scores,60.0,40.0,35.0,0.0,40.0,,,1.0,0.0,1221,1212,99.26289926,,oceania,nz,,,1.0,1.0,truity,percentiles,,scores,0.0,0,0.03657121488156422
StellatedColt,,,,,,,,,,,scores,15.0,30.0,18.0,12.0,19.0,,,1.0,0.0,283,267,94.34628975,,,,,,,0.0,truity,percentiles,,scores,,0,0.05994916486515155
StressSoft,,,,,,,,,,,scores,2.0,59.0,60.0,77.0,14.0,,,1.0,1.0,8,8,100.0,,,,,,,0.0,truity,percentiles,,scores,,0,0.041606616964047986
Strongbhoy,,,,,,,,,us,minnesota,scores,96.0,,54.0,97.0,7.0,,,1.0,0.0,781,769,98.46350832,mw,north america,us,,,1.0,1.0,truity,percentiles,,scores,,0,0.027776038987084733
SublimeIbanez,,,,,,,,,us,arizona,scores,70.0,57.0,35.0,38.0,40.0,,,1.0,0.0,1335,1268,94.98127341,sw,north america,us,,,1.0,0.0,truity,percentiles,,scores,,0,0.00819045931135854
Subs-man,intp,1.0,1.0,1.0,1.0,t,17.0,,uk,,scores,86.0,45.0,25.0,59.0,67.0,,,1.0,0.0,6629,6284,94.79559511,,europe,gb,,,1.0,1.0,truity,percentiles,,scores,,0,0.11483846620700874
Sunanas,entp,0.0,1.0,1.0,1.0,,,,canada,,scores,17.0,50.0,88.0,76.0,5.0,,,1.0,0.0,1337,1300,97.23261032,,north america,ca,,,1.0,1.0,truity,percentiles,,scores,,0,0.35829761245780445
SunnyLumos,,,,,,,,,,,scores,95.0,90.0,76.0,33.0,22.0,,,1.0,0.0,119,113,94.95798319,,,,,,,0.0,truity,percentiles,,scores,,0,0.459483316818919
Suzarain,infj,1.0,1.0,0.0,0.0,f,,,,,scores,65.0,59.0,46.0,6.0,76.0,,,1.0,1.0,2002,1963,98.05194805,,,,,,,0.0,truity,percentiles,,scores,1.0,0,0.10554181710326847
Svartsinn,,,,,,,,,,,scores,17.0,14.0,22.0,7.0,64.0,,,1.0,0.0,46,44,95.65217391,,,,,,,0.0,truity,percentiles,,scores,,0,0.28990030984217674
Swarels,intp,1.0,1.0,1.0,1.0,m,,,,,scores,34.0,96.0,22.0,24.0,5.0,,,1.0,0.0,400,386,96.5,,,,,,,0.0,truity,percentiles,,scores,0.0,0,0.17997397218277156
Szartsky,,,,,,,,,,,scores,86.0,80.0,11.0,54.0,1.0,,,1.0,0.0,1,1,100.0,,,,,,,0.0,truity,percentiles,,scores,,0,0.21886220532404685
TXturkey,enfp,0.0,1.0,0.0,1.0,,26.0,,,,description,89.0,74.0,4.0,92.0,92.0,1.0,,,,96,91,94.79166667,,,,,,,1.0,truity,percentiles,,description,,1,0.8932042595506137
TacticalBeaner556,entj,0.0,1.0,1.0,0.0,f,,,,,scores,2.0,45.0,93.0,75.0,7.0,,,1.0,1.0,2523,2357,93.42053111,,,,,,,0.0,truity,percentiles,,scores,1.0,0,0.02532991257995408
Talressen,,,,,,,,,,,scores,21.0,61.0,8.0,38.0,4.0,,,1.0,0.0,344,334,97.09302326,,,,,,,0.0,truity,percentiles,,scores,,0,0.004882443746953065
Tehsarcassiccanadian,,,,,,,,,,,scores,24.0,45.0,25.0,24.0,67.0,,,1.0,0.0,171,152,88.88888889,,,,,,,0.0,truity,percentiles,,scores,,0,0.06119060726504143
Terranoso,,,,,,,,,us,kentucky,scores,93.0,47.0,65.0,5.0,46.0,,,1.0,0.0,1438,1393,96.87065369,se,north america,us,,,1.0,1.0,truity,percentiles,,scores,,0,0.04311642458785982
Tetrapolar,,,,,,,,,,,scores,58.0,88.0,8.0,38.0,72.0,,,1.0,0.0,700,697,99.57142857,,,,,,,0.0,truity,percentiles,,scores,,0,0.06480028902309777
ThatOneCanadian,,,,,,,,,,,scores,20.0,84.0,44.0,6.0,98.0,,,1.0,0.0,9903,7999,80.77350298,,,,,,,1.0,truity,percentiles,,scores,,0,0.058117660915464574
ThatUrukHaiMotif,infj,1.0,1.0,0.0,0.0,,,,,,scores,70.0,11.0,9.0,72.0,43.0,,,1.0,1.0,806,779,96.65012407,,,,,,,0.0,truity,percentiles,,scores,,0,0.02730380821237521
TheBakedPotato,,,,,,m,19.0,,,,scores,81.0,61.0,25.0,73.0,32.0,,,1.0,0.0,8770,8590,97.94754846,,,,,,,1.0,truity,percentiles,,scores,0.0,0,0.15934518513318985
TheDutchIdiot,istp,1.0,0.0,1.0,1.0,m,32.0,,,,scores,19.0,6.0,23.0,37.0,36.0,,,1.0,1.0,468,438,93.58974359,,,,,,,0.0,truity,percentiles,,scores,0.0,0,0.031006365741913983
TheFuzz77,intp,1.0,1.0,1.0,1.0,,24.0,,,,scores,15.0,74.0,8.0,12.0,27.0,,,1.0,1.0,1072,1049,97.85447761,,,,,,,0.0,truity,percentiles,,scores,,0,0.06255616953340769
TheHiddenTruth,,,,,,,,,,,scores,6.0,55.0,25.0,90.0,13.0,,,1.0,0.0,119,77,64.70588235,,,,,,,1.0,truity,percentiles,,scores,,0,0.11850308592435535
TheRealJongoBongo,,,,,,m,55.0,,,,scores,86.0,45.0,94.0,10.0,25.0,,,1.0,0.0,2906,2889,99.41500344,,,,,,,0.0,truity,percentiles,,scores,0.0,1,0.6653349751626026
TheSean85,,,,,,,,,,,scores,8.0,74.0,8.0,3.0,88.0,,,1.0,0.0,1273,1250,98.1932443,,,,,,,1.0,truity,percentiles,,scores,,0,0.03546415118585159
TheSmokeyLemon,,,,,,,,,,,scores,34.0,57.0,11.0,46.0,44.0,,,1.0,0.0,10,10,100.0,,,,,,,0.0,truity,percentiles,,scores,,0,0.057993012098528314
TheTweets,,,,,,,19.0,,,,scores,15.0,14.0,35.0,18.0,44.0,,,1.0,0.0,12629,12525,99.17649854,,,,,,,0.0,truity,percentiles,,scores,,0,0.05757570194036984
TheYolk,infj,1.0,1.0,0.0,0.0,,,,,,scores,65.0,40.0,80.0,17.0,63.0,,,1.0,1.0,217,205,94.47004608,,,,,,,0.0,truity,percentiles,,scores,,0,0.39323993555358455
The_Successful_Loser,,,,,,,,,,,scores,51.0,74.0,92.0,9.0,40.0,,,1.0,0.0,1184,1053,88.93581081,,,,,,,1.0,truity,percentiles,,scores,,0,0.20002439268225816
Thelochnesscumslut,,,,,,f,29.0,,,,scores,97.0,69.0,35.0,49.0,9.0,,,1.0,1.0,1148,1117,97.29965157,,,,,,,0.0,truity,percentiles,,scores,1.0,1,0.7931550738050221
This_Ex_Is_On_Fire,esfp,0.0,0.0,0.0,1.0,f,24.0,,,,scores,91.0,8.0,13.0,84.0,58.0,,,1.0,0.0,141,138,97.87234043,,,,,,,1.0,truity,percentiles,,scores,1.0,0,0.36836261946495774
Timekeeper81,,,,,,t,33.0,,,,scores,65.0,84.0,16.0,38.0,67.0,,,1.0,0.0,2288,2217,96.89685315,,,,,,,0.0,truity,percentiles,,scores,,0,0.052869203626193385
Tingleyourberry,,,,,,,,,,,scores,27.0,61.0,13.0,37.0,19.0,,,1.0,0.0,1181,1081,91.53259949,,,,,,,1.0,truity,percentiles,,scores,,0,0.008533623632114438
Toezap,,,,,,f,26.0,,,,scores,9.0,19.0,88.0,62.0,25.0,,,1.0,0.0,3462,3395,98.06470248,,,,,,,1.0,truity,percentiles,,scores,1.0,1,0.9816914231545092
Tollaneer,,,,,,m,,,,,scores,17.0,96.0,42.0,40.0,23.0,,,1.0,0.0,7518,7099,94.42670923,,,,,,,0.0,truity,percentiles,,scores,0.0,0,0.015763218865660275
Trance2Dubstep,,,,,,,,,,,percentiles,8.0,30.0,41.0,30.0,54.0,,1,,,294,293,99.65986395,,,,,,,1.0,truity,percentiles,,scores,,0,0.0054904423284724045
TrapWolf,entj,0.0,1.0,1.0,0.0,m,,,,,scores,7.0,84.0,88.0,59.0,44.0,,,1.0,0.0,1490,1417,95.10067114,,,,,,,0.0,truity,percentiles,,scores,0.0,0,0.3007378368882937
TrashSingingFlasher,,,,,,,,,,,scores,89.0,88.0,86.0,74.0,6.0,,,1.0,0.0,252,219,86.90476190000004,,,,,,,0.0,truity,percentiles,,scores,,1,0.7890140445979272
Trigger__,,,,,,,,,,,scores,41.0,38.0,61.0,8.0,88.0,,,1.0,0.0,67,58,86.56716418,,,,,,,0.0,truity,percentiles,,scores,,0,0.2404183524783393
TrulyOdd1,,,,,,,,,,,scores,40.0,14.0,25.0,90.0,6.0,,,1.0,0.0,274,239,87.22627737,,,,,,,1.0,truity,percentiles,,scores,,0,0.0630085249781824
UltimaTaylor,,,,,,f,28.0,,,,scores,15.0,69.0,92.0,80.0,58.0,,,1.0,0.0,696,682,97.98850575,,,,,,,0.0,truity,percentiles,,scores,1.0,0,0.08561570579887116
UltraGopnik3000,,,,,,m,18.0,,,,scores,15.0,80.0,65.0,18.0,72.0,,,1.0,0.0,709,654,92.24259520000001,,,,,,,0.0,truity,percentiles,,scores,0.0,0,0.11498668457299098
UnsaturatedSolution,intp,1.0,1.0,1.0,1.0,,,,,,description,1.0,74.0,4.0,6.0,92.0,1.0,,,,8470,8076,95.34828808,,,,,,,1.0,truity,percentiles,,description,,0,0.05739340258803336
Urukii,,,,,,,,,,,scores,77.0,88.0,13.0,22.0,7.0,,,1.0,0.0,131,125,95.41984733,,,,,,,0.0,truity,percentiles,,scores,,0,0.2770190611119356
VAOTOMARNOCU,intp,1.0,1.0,1.0,1.0,m,22.0,,,,scores,4.0,80.0,83.0,8.0,3.0,,,1.0,0.0,1168,1151,98.54452055,,,,,,,1.0,truity,percentiles,,scores,0.0,0,0.1932007704320096
ValetGirls,,,,,,,,,,,scores,19.0,74.0,49.0,89.0,43.0,,,1.0,0.0,1165,1088,93.39055794,,,,,,,0.0,truity,percentiles,,scores,,0,0.07999579933474828
VampirePlays,intj,1.0,1.0,1.0,0.0,,17.0,,,,scores,4.0,64.0,87.0,49.0,9.0,,,1.0,1.0,5473,4764,87.04549607,,,,,,,0.0,truity,percentiles,,scores,,0,0.021801494713228363
Verdantshade,,,,,,,,,,,scores,29.0,80.0,8.0,12.0,80.0,,,1.0,1.0,153,149,97.38562092,,,,,,,0.0,truity,percentiles,,scores,,0,0.02342111055353396
VioletThunderX,infj,1.0,1.0,0.0,0.0,f,22.0,4w5,,,scores,65.0,64.0,82.0,30.0,40.0,,,1.0,0.0,5212,4665,89.50498849,,,,4.0,5.0,,1.0,truity,percentiles,,scores,1.0,1,0.7379471207759399
VisualFog,,,,,,m,23.0,,,,scores,23.0,45.0,49.0,6.0,58.0,,,1.0,1.0,45,44,97.77777778,,,,,,,0.0,truity,percentiles,,scores,0.0,0,0.2902130033671648
Vreiya,,,,,,,,,,,scores,60.0,64.0,9.0,66.0,67.0,,,1.0,1.0,24,23,95.83333333,,,,,,,0.0,truity,percentiles,,scores,,0,0.279372083185406
Vulcan-Seth,,,,,,,,,,,scores,29.0,96.0,18.0,12.0,16.0,,,1.0,1.0,119,116,97.4789916,,,,,,,0.0,truity,percentiles,,scores,,0,0.04628994389707836
WateredDownMogwai,,,,,,,,,,,scores,2.0,61.0,65.0,24.0,40.0,,,1.0,0.0,606,569,93.89438944,,,,,,,1.0,truity,percentiles,,scores,,0,0.3707788883154641
WeAreZero,,,,,,,15.0,,,,scores,3.0,10.0,15.0,3.0,94.0,,,1.0,0.0,2169,2060,94.97464269,,,,,,,0.0,truity,percentiles,,scores,,0,0.08081053908539983
We_are_out_of_nopes,,,,,,m,,,,,scores,6.0,17.0,85.0,27.0,82.0,,,1.0,0.0,487,369,75.77002053,,,,,,,1.0,truity,percentiles,,scores,0.0,0,0.4265533860276268
WhatINeverSaid,isfj,1.0,0.0,0.0,0.0,,,,,,scores,34.0,10.0,54.0,33.0,46.0,,,1.0,1.0,2899,2864,98.79268713,,,,,,,1.0,truity,percentiles,,scores,,0,0.14560588364210322
Whiskeyjack1989,,,,,,,,,canada,,scores,24.0,61.0,25.0,16.0,82.0,,,1.0,0.0,3579,3511,98.10002794,,north america,ca,,,1.0,1.0,truity,percentiles,,scores,,0,0.08320318324708532
WilsonJason,,,,,,,,,,,scores,26.0,19.0,26.0,33.0,19.0,,,1.0,0.0,1456,1378,94.64285714,,,,,,,0.0,truity,percentiles,,scores,,0,0.020733473158851025
WoodpeckerNo1,isfp,1.0,0.0,0.0,1.0,m,18.0,9w1,,,scores,12.0,7.0,18.0,10.0,84.0,,,1.0,1.0,14561,12330,84.67825012,,,,9.0,1.0,,0.0,truity,percentiles,,scores,0.0,0,0.03730271932449193
WyrdaBrisingr,,,,,,m,14.0,,,,scores,17.0,88.0,22.0,28.0,4.0,,,1.0,0.0,1385,1288,92.99638989,,,,,,,0.0,truity,percentiles,,scores,0.0,0,0.07572843148601645
Xarragh,,,,,,,,,,,scores,8.0,61.0,4.0,80.0,29.0,,,1.0,0.0,8,8,100.0,,,,,,,0.0,truity,percentiles,,scores,,0,0.032149796388611616
Yo-effing-lo,,,,,,m,22.0,,,,scores,28.0,44.0,75.0,50.0,9.0,,,1.0,0.0,1328,1216,91.56626506,,,,,,,1.0,truity,percentiles,,scores,0.0,0,0.28191964034621997
Yoep06,intj,1.0,1.0,1.0,0.0,,,,,,scores,40.0,64.0,92.0,10.0,9.0,,,1.0,1.0,8,7,87.5,,,,,,,0.0,truity,percentiles,,scores,,0,0.4678874898064818
Yokuo,,,,,,m,29.0,,,,scores,38.0,57.0,16.0,70.0,17.0,,,1.0,0.0,77866,69667,89.47037218,,,,,,,1.0,truity,percentiles,,scores,0.0,1,0.6956648796901016
Yolanda_B_Kool,,,,,,f,,,,,scores,15.0,13.0,95.0,72.0,36.0,,,1.0,1.0,1177,1146,97.36618522,,,,,,,0.0,truity,percentiles,,scores,1.0,1,0.9979549194366596
Yoshinoko,,,,,,,,,,,scores,50.0,80.0,65.0,54.0,40.0,,,1.0,0.0,865,850,98.26589595,,,,,,,0.0,truity,percentiles,,scores,,0,0.2699636062340989
Yuyuy75,,,,,,,,,,,scores,8.0,9.0,9.0,5.0,94.0,,,1.0,0.0,23,22,95.65217391,,,,,,,0.0,truity,percentiles,,scores,,0,0.4214424540570709
ZachArch18,,,,,,m,19.0,,canada,manitoba,scores,50.0,50.0,23.0,6.0,63.0,,,1.0,1.0,2174,1981,91.12235511,cw,north america,ca,,,1.0,0.0,truity,percentiles,,scores,0.0,0,0.007523071392437145
Zeno90,,,,,,,,,spain,,scores,14.0,96.0,9.0,42.0,19.0,,,1.0,0.0,2691,2461,91.45299145,,europe,es,,,0.0,1.0,truity,percentiles,,scores,,0,0.036559366441538496
_Nerdfighter_,,,,,,m,18.0,,,,scores,50.0,23.0,18.0,20.0,15.0,,,1.0,0.0,938,884,94.24307036,,,,,,,1.0,truity,percentiles,,scores,0.0,0,0.12727842148389362
_Theil,,,,,,,,,,,scores,65.0,80.0,3.0,5.0,73.0,,,1.0,1.0,364,354,97.25274725,,,,,,,0.0,truity,percentiles,,scores,,0,0.03998103062472305
_lookausername_,,,,,,,,,,,scores,50.0,80.0,26.0,75.0,76.0,,,1.0,0.0,167,162,97.00598802,,,,,,,0.0,truity,percentiles,,scores,,0,0.08808453490650038
aLauraPalmerType,infj,1.0,1.0,0.0,0.0,f,33.0,,,,scores,34.0,84.0,11.0,40.0,80.0,,,1.0,0.0,330,330,100.0,,,,,,,0.0,truity,percentiles,,scores,1.0,1,0.9874064699176176
aadams0607,,,,,,,,,,,scores,21.0,50.0,11.0,18.0,29.0,,,1.0,0.0,52,51,98.07692308,,,,,,,0.0,truity,percentiles,,scores,,0,0.03771808769318703
aberthin,,,,,,m,34.0,,canada,,scores,81.0,17.0,18.0,38.0,9.0,,,1.0,0.0,15012,14789,98.51452172,,north america,ca,,,1.0,0.0,truity,percentiles,,scores,0.0,0,0.017037947120494154
absurd_olfaction,,,,,,,,,,,scores,41.0,84.0,35.0,51.0,58.0,,,1.0,0.0,3592,3509,97.68930958,,,,,,,0.0,truity,percentiles,,scores,,0,0.00875885490627551
afronoodles,,,,,,,,,,,scores,8.0,61.0,15.0,85.0,16.0,,,1.0,0.0,109,107,98.16513761,,,,,,,1.0,truity,percentiles,,scores,,0,0.07330161383196804
allisonpinklp,intp,1.0,1.0,1.0,1.0,f,40.0,,,,scores,15.0,80.0,80.0,22.0,32.0,,,1.0,0.0,130,125,96.15384615,,,,,,,0.0,truity,percentiles,,scores,1.0,1,0.9401399164957608
allotherthings,,,,,,,,,,,scores,84.0,82.0,70.0,92.0,62.0,,,1.0,0.0,217,203,93.5483871,,,,,,,1.0,truity,percentiles,,scores,,0,0.36284779437496506
amberamberamber,,,,,,,,,,,scores,5.0,8.0,19.0,97.0,15.0,,,1.0,0.0,2234,2118,94.80752014,,,,,,,1.0,truity,percentiles,,scores,,1,0.6032386153656327
ametan,esfp,0.0,0.0,0.0,1.0,,,,,,scores,55.0,17.0,18.0,92.0,2.0,,,1.0,0.0,96,95,98.95833333,,,,,,,1.0,truity,percentiles,,scores,,1,0.6987710960955421
amroki96,,,,,,f,21.0,,,,scores,89.0,68.0,40.0,38.0,25.0,,,1.0,0.0,2243,2039,90.90503790000001,,,,,,,1.0,truity,percentiles,,scores,1.0,1,0.9597943126686352
amumumyspiritanimal,,,,,,m,15.0,,,,scores,55.0,96.0,20.0,90.0,89.0,,,1.0,0.0,11121,10475,94.19116986,,,,,,,0.0,truity,percentiles,,scores,0.0,0,0.15002307314440647
amymonae,enfp,0.0,1.0,0.0,1.0,,28.0,,,,description,89.0,74.0,,92.0,5.0,1.0,,,,410,405,98.7804878,,,,,,,1.0,truity,percentiles,,description,,1,0.9729704976859902
anantyc,isfp,1.0,0.0,0.0,1.0,m,17.0,,,,scores,53.0,17.0,16.0,10.0,64.0,,,1.0,0.0,542,474,87.45387454,,,,,,,1.0,truity,percentiles,,scores,0.0,0,0.21261628130260785
angelsambition,entp,0.0,1.0,1.0,1.0,,,,,,scores,51.0,92.0,40.0,82.0,52.0,,,1.0,0.0,359,342,95.26462396,,,,,,,1.0,truity,percentiles,,scores,,0,0.2187424039265224
annafirtree,,,,,,,37.0,,,,scores,19.0,37.0,11.0,19.0,82.0,,,1.0,1.0,2765,2719,98.3363472,,,,,,,0.0,truity,percentiles,,scores,,0,0.1985158065131461
anomalisk,entj,0.0,1.0,1.0,0.0,f,23.0,8w7,us,virginia,scores,7.0,69.0,82.0,62.0,43.0,,,1.0,1.0,609,587,96.38752053,se,north america,us,8.0,7.0,1.0,0.0,truity,percentiles,,scores,1.0,1,0.7825892853863502
anon2lol,,,,,,,,,,,scores,9.0,55.0,71.0,42.0,4.0,,,1.0,0.0,6334,6023,95.08999053,,,,,,,0.0,truity,percentiles,,scores,,0,0.061150315733713864
archetypaldream,,,,,,,,,,,scores,34.0,57.0,94.0,62.0,25.0,,,1.0,0.0,313,308,98.40255591,,,,,,,0.0,truity,percentiles,,scores,,1,0.7224233301914175
ardent_wolf,,,,,,,,,,,scores,2.0,92.0,1.0,38.0,86.0,,,1.0,0.0,1284,1251,97.42990654,,,,,,,0.0,truity,percentiles,,scores,,0,0.03707094715217423
avidmtnrunner,,,,,,m,20.0,,,,scores,5.0,38.0,54.0,62.0,3.0,,,1.0,0.0,360,350,97.22222222,,,,,,,1.0,truity,percentiles,,scores,0.0,0,0.04762601629146656
awryj,entp,0.0,1.0,1.0,1.0,m,16.0,3w4,poland,,scores,40.0,90.0,20.0,33.0,80.0,,,1.0,0.0,4740,4282,90.33755274,,europe,pl,3.0,4.0,0.0,0.0,truity,percentiles,,scores,0.0,0,0.14190232527744207
azavii,,,,,,,19.0,,canada,british columbia,scores,28.0,9.0,40.0,0.0,75.0,,,1.0,0.0,3340,3305,98.95209581,cw,north america,ca,,,1.0,0.0,truity,percentiles,,scores,,1,0.5952608835196103
bIackhoIe,,,,,,,,,,,scores,10.0,87.0,4.0,56.0,82.0,,,1.0,1.0,88,75,85.22727273,,,,,,,0.0,truity,percentiles,,scores,,0,0.4134753672671549
bakabrent,intp,1.0,1.0,1.0,1.0,,,,,,description,17.0,10.0,35.0,6.0,5.0,1.0,,,1.0,935,886,94.75935829,,,,,,,1.0,truity,percentiles,,description,,0,0.11095195387141014
balsamum,,,,,,,,,,,scores,70.0,64.0,59.0,12.0,94.0,,,1.0,0.0,25,25,100.0,,,,,,,1.0,truity,percentiles,,scores,,0,0.4715114795958096
barmaleo,,,,,,,,,,,scores,6.0,30.0,13.0,9.0,75.0,,,1.0,0.0,361,243,67.31301939,,,,,,,1.0,truity,percentiles,,scores,,0,0.05512564151613425
beastgp,infj,1.0,1.0,0.0,0.0,m,52.0,,,,scores,65.0,87.0,39.0,72.0,90.0,,,1.0,1.0,1492,1420,95.17426273,,,,,,,0.0,truity,percentiles,,scores,0.0,0,0.03027031477088813
benjamoo,,,,,,,,,us,north virginia,scores,93.0,61.0,9.0,35.0,80.0,,,1.0,1.0,1110,1085,97.74774775,,north america,us,,,1.0,1.0,truity,percentiles,,scores,,0,0.07006222972436124
bes753,,,,,,m,,,,,scores,9.0,74.0,54.0,90.0,43.0,,,1.0,1.0,184,181,98.36956522,,,,,,,0.0,truity,percentiles,,scores,0.0,1,0.7304052183248392
betabux,,,,,,,,,,,scores,9.0,38.0,46.0,65.0,86.0,,,1.0,0.0,82,79,96.34146341,,,,,,,1.0,truity,percentiles,,scores,,0,0.07537452070369093
beyond-antares,entj,0.0,1.0,1.0,0.0,m,33.0,,,,scores,93.0,69.0,96.0,,25.0,,,1.0,1.0,324,315,97.22222222,,,,,,,1.0,truity,percentiles,,scores,0.0,0,0.09913715628596273
bigboxtown,,,,,,m,22.0,,,,scores,11.0,26.0,30.0,3.0,64.0,,,1.0,0.0,1926,1908,99.06542056,,,,,,,0.0,truity,percentiles,,scores,0.0,0,0.1264975062205664
biocuriousgeorgie,,,,,,f,,,,,scores,70.0,30.0,48.0,30.0,10.0,,,1.0,1.0,2563,2539,99.06359735,,,,,,,1.0,truity,percentiles,,scores,1.0,1,0.5462909701958374
blakkasaurus,,,,,,,,,,,scores,70.0,74.0,13.0,43.0,7.0,,,1.0,0.0,230,216,93.91304348,,,,,,,0.0,truity,percentiles,,scores,,0,0.004075539113383538
blancomeow,,,,,,m,31.0,,us,alabama,scores,1.0,92.0,13.0,21.0,3.0,,,1.0,0.0,5068,4860,95.89581689,se,north america,us,,,1.0,1.0,truity,percentiles,,scores,0.0,0,0.014701333416866325
blub9753,isfp,1.0,0.0,0.0,1.0,,,,austria,,scores,77.0,45.0,3.0,18.0,54.0,,,1.0,0.0,25,23,92.0,,europe,at,,,0.0,1.0,truity,percentiles,,scores,,1,0.6039623462010114
bookbee3,,,,,,,,,,,scores,89.0,50.0,4.0,82.0,32.0,,,1.0,0.0,7325,6609,90.22525597,,,,,,,1.0,truity,percentiles,,scores,,0,0.12290590577424565
butwhysir,,,,,,,,,canada,alberta,scores,45.0,61.0,8.0,73.0,92.0,,,1.0,0.0,3315,2976,89.77375566,cw,north america,ca,,,1.0,0.0,truity,percentiles,,scores,,0,0.01624100377628672
camelliapard,intp,1.0,1.0,1.0,1.0,,,,,,description,89.0,74.0,92.0,6.0,5.0,1.0,,,,7,7,100.0,,,,,,,1.0,truity,percentiles,,description,,1,0.7239050683402156
castorie,enfp,0.0,1.0,0.0,1.0,,22.0,,,,scores,86.0,,30.0,53.0,67.0,,,1.0,1.0,254,224,88.18897638,,,,,,,0.0,truity,percentiles,,scores,,1,0.9487851693036008
caysha,,,,,,f,,,,,scores,20.0,50.0,75.0,46.0,85.0,,,1.0,1.0,2209,2182,98.77772748,,,,,,,1.0,truity,percentiles,,scores,1.0,1,0.6552207124440423
ceader,,,,,,,,,,,scores,15.0,96.0,83.0,59.0,86.0,,,1.0,1.0,423,418,98.81796690000002,,,,,,,1.0,truity,percentiles,,scores,,0,0.11262904116702865
central_deficiency,,,,,,,27.0,,,,scores,45.0,8.0,18.0,6.0,1.0,,,1.0,0.0,1713,1709,99.76649154,,,,,,,0.0,truity,percentiles,,scores,,0,0.3049981760603884
chaos2501,,,,,,,,,,,scores,15.0,10.0,97.0,16.0,3.0,,,1.0,0.0,549,502,91.43897996,,,,,,,0.0,truity,percentiles,,scores,,0,0.016299394673041333
chaosking121,,,,,,,21.0,,,,scores,38.0,,35.0,26.0,98.0,,,1.0,0.0,5582,5445,97.54568255,,,,,,,1.0,truity,percentiles,,scores,,0,0.02559743424786681
chewingmygum,estp,0.0,0.0,1.0,1.0,,,,,,description,3.0,74.0,35.0,92.0,5.0,1.0,,,,170,138,81.17647059,,,,,,,1.0,truity,percentiles,,description,,1,0.5360880727981772
chinesefud,,,,,,,,,,,scores,6.0,57.0,83.0,49.0,22.0,,,1.0,0.0,7,7,100.0,,,,,,,1.0,truity,percentiles,,scores,,0,0.047667844901599664
